Elise,Kennen,0.6639
Elise,Janna,0.6537
Elise,Ashe,0.6534
Orianna,Heimerdinger,0.7139
Orianna,Poppy,0.7074
Orianna,Kennen,0.6731
Orianna,Janna,0.6640
Orianna,Yorick,0.6453
Wukong,Heimerdinger,0.7091
Wukong,Poppy,0.6928
Wukong,Kennen,0.6663
Wukong,Ashe,0.6642
Wukong,Janna,0.6542
Brand,Heimerdinger,0.7102
Brand,Poppy,0.7081
Brand,Kennen,0.6632
Brand,Janna,0.6486
Brand,Ashe,0.6471
Lee Sin,Poppy,0.7235
Lee Sin,Heimerdinger,0.7228
Lee Sin,Janna,0.6677
Lee Sin,Kennen,0.6584
Lee Sin,Ashe,0.6553
Vayne,Heimerdinger,0.7222
Vayne,Poppy,0.6906
Vayne,Kennen,0.6739
Vayne,Amumu,0.6661
Vayne,Janna,0.6597
Rumble,Heimerdinger,0.7079
Rumble,Poppy,0.6997
Rumble,Kennen,0.6680
Rumble,Ashe,0.6519
Rumble,Janna,0.6482
Cassiopeia,Heimerdinger,0.7208
Cassiopeia,Poppy,0.7101
Cassiopeia,Kennen,0.6574
Cassiopeia,Janna,0.6566
Cassiopeia,Ashe,0.6475
Skarner,Heimerdinger,0.7106
Skarner,Poppy,0.7023
Skarner,Janna,0.6607
Skarner,Kennen,0.6556
Skarner,Ashe,0.6506
Heimerdinger,Heimerdinger,0.7092
Heimerdinger,Poppy,0.7016
Heimerdinger,Kennen,0.6637
Heimerdinger,Janna,0.6539
Heimerdinger,Ashe,0.6498
Nasus,Heimerdinger,0.7209
Nasus,Poppy,0.7170
Nasus,Kennen,0.6632
Nasus,Mordekaiser,0.6615
Nasus,Janna,0.6543
Nidalee,Heimerdinger,0.7065
Nidalee,Poppy,0.6983
Nidalee,Kennen,0.6612
Nidalee,Janna,0.6529
Nidalee,Ashe,0.6525
Udyr,Heimerdinger,0.7101
Udyr,Poppy,0.7011
Udyr,Janna,0.6672
Udyr,Kennen,0.6549
Udyr,Ashe,0.6538
Poppy,Heimerdinger,0.7053
Poppy,Poppy,0.7046
Poppy,Kennen,0.6578
Poppy,Janna,0.6548
Poppy,Ashe,0.6445
Gragas,Heimerdinger,0.7229
Gragas,Poppy,0.6935
Gragas,Janna,0.6641
Gragas,Kennen,0.6619
Gragas,Ashe,0.6516
Pantheon,Heimerdinger,0.7194
Pantheon,Poppy,0.6963
Pantheon,Kennen,0.6661
Pantheon,Ashe,0.6654
Pantheon,Janna,0.6555
Ezreal,Heimerdinger,0.7051
Ezreal,Poppy,0.6900
Ezreal,Janna,0.6589
Ezreal,Kennen,0.6572
Ezreal,Ashe,0.6549
Mordekaiser,Poppy,0.7176
Mordekaiser,Heimerdinger,0.7104
Mordekaiser,Kennen,0.6690
Mordekaiser,Janna,0.6498
Mordekaiser,Ashe,0.6472
Yorick,Heimerdinger,0.7028
Yorick,Poppy,0.6843
Yorick,Kennen,0.6624
Yorick,Janna,0.6524
Yorick,Ashe,0.6465
Akali,Heimerdinger,0.7149
Akali,Poppy,0.7053
Akali,Kennen,0.6618
Akali,Amumu,0.6491
Akali,Janna,0.6477
Kennen,Heimerdinger,0.7072
Kennen,Poppy,0.7009
Kennen,Kennen,0.6664
Kennen,Janna,0.6513
Kennen,Ashe,0.6486
Garen,Heimerdinger,0.7106
Garen,Poppy,0.6993
Garen,Kennen,0.6658
Garen,Janna,0.6649
Garen,Amumu,0.6523
Leona,Heimerdinger,0.7226
Leona,Poppy,0.6993
Leona,Kennen,0.6638
Leona,Janna,0.6625
Leona,Ashe,0.6577
Malzahar,Heimerdinger,0.7128
Malzahar,Poppy,0.7114
Malzahar,Kennen,0.6656
Malzahar,Janna,0.6545
Malzahar,Ashe,0.6518
Talon,Heimerdinger,0.7072
Talon,Poppy,0.7008
Talon,Kennen,0.6725
Talon,Janna,0.6589
Talon,Ashe,0.6464
Riven,Heimerdinger,0.7061
Riven,Poppy,0.6976
Riven,Ashe,0.6673
Riven,Kennen,0.6648
Riven,Janna,0.6564
Kog'Maw,Heimerdinger,0.7094
Kog'Maw,Poppy,0.7047
Kog'Maw,Kennen,0.6642
Kog'Maw,Ashe,0.6569
Kog'Maw,Janna,0.6513
Shen,Heimerdinger,0.7043
Shen,Poppy,0.6988
Shen,Kennen,0.6664
Shen,Janna,0.6495
Shen,Ashe,0.6484
Lux,Heimerdinger,0.7059
Lux,Poppy,0.7049
Lux,Janna,0.6700
Lux,Ashe,0.6638
Lux,Kennen,0.6625
Xerath,Heimerdinger,0.7121
Xerath,Poppy,0.7112
Xerath,Janna,0.6610
Xerath,Kennen,0.6563
Xerath,Ashe,0.6486
Shyvana,Heimerdinger,0.7081
Shyvana,Poppy,0.6993
Shyvana,Ashe,0.6650
Shyvana,Kennen,0.6635
Shyvana,Janna,0.6578
Ahri,Heimerdinger,0.7096
Ahri,Poppy,0.7013
Ahri,Kennen,0.6581
Ahri,Janna,0.6573
Ahri,Ashe,0.6506
Graves,Heimerdinger,0.7027
Graves,Poppy,0.6904
Graves,Kennen,0.6750
Graves,Mordekaiser,0.6672
Graves,Yorick,0.6658
Fizz,Heimerdinger,0.7134
Fizz,Poppy,0.6910
Fizz,Kennen,0.6558
Fizz,Amumu,0.6555
Fizz,Janna,0.6555
Volibear,Poppy,0.7206
Volibear,Heimerdinger,0.7036
Volibear,Ashe,0.6692
Volibear,Yorick,0.6660
Volibear,Kennen,0.6559
Rengar,Heimerdinger,0.7202
Rengar,Poppy,0.6904
Rengar,Kennen,0.6629
Rengar,Janna,0.6564
Rengar,Yorick,0.6555
Varus,Heimerdinger,0.7119
Varus,Poppy,0.7114
Varus,Janna,0.6622
Varus,Ashe,0.6596
Varus,Kennen,0.6533
Nautilus,Heimerdinger,0.7056
Nautilus,Poppy,0.6988
Nautilus,Janna,0.6693
Nautilus,Amumu,0.6591
Nautilus,Kennen,0.6590
Viktor,Heimerdinger,0.7134
Viktor,Poppy,0.7076
Viktor,Janna,0.6646
Viktor,Ashe,0.6617
Viktor,Kennen,0.6608
Sejuani,Heimerdinger,0.7081
Sejuani,Poppy,0.6960
Sejuani,Kennen,0.6767
Sejuani,Janna,0.6549
Sejuani,Ashe,0.6530
Fiora,Heimerdinger,0.7099
Fiora,Poppy,0.6930
Fiora,Janna,0.6650
Fiora,Kennen,0.6605
Fiora,Ashe,0.6519
Ziggs,Heimerdinger,0.7093
Ziggs,Poppy,0.6991
Ziggs,Kennen,0.6628
Ziggs,Janna,0.6618
Ziggs,Ashe,0.6508
Lulu,Heimerdinger,0.7125
Lulu,Poppy,0.6956
Lulu,Janna,0.6619
Lulu,Kennen,0.6604
Lulu,Ashe,0.6514
Draven,Heimerdinger,0.7240
Draven,Poppy,0.7056
Draven,Janna,0.6710
Draven,Ashe,0.6609
Draven,Kennen,0.6528
Hecarim,Heimerdinger,0.7096
Hecarim,Poppy,0.6919
Hecarim,Kennen,0.6632
Hecarim,Amumu,0.6576
Hecarim,Janna,0.6572
Kha'Zix,Heimerdinger,0.7121
Kha'Zix,Poppy,0.6955
Kha'Zix,Kennen,0.6760
Kha'Zix,Ashe,0.6646
Kha'Zix,Janna,0.6539
Darius,Heimerdinger,0.7035
Darius,Poppy,0.6939
Darius,Kennen,0.6769
Darius,Janna,0.6614
Darius,Ashe,0.6579
Jayce,Heimerdinger,0.7072
Jayce,Poppy,0.7024
Jayce,Ashe,0.6532
Jayce,Kennen,0.6510
Jayce,Janna,0.6492
Lissandra,Heimerdinger,0.7090
Lissandra,Poppy,0.7039
Lissandra,Kennen,0.6638
Lissandra,Ashe,0.6602
Lissandra,Janna,0.6526
Diana,Poppy,0.7239
Diana,Heimerdinger,0.7146
Diana,Amumu,0.6616
Diana,Mordekaiser,0.6596
Diana,Kennen,0.6582
Quinn,Poppy,0.7180
Quinn,Heimerdinger,0.7061
Quinn,Kennen,0.6575
Quinn,Ashe,0.6570
Quinn,Janna,0.6535
Syndra,Heimerdinger,0.7150
Syndra,Poppy,0.7039
Syndra,Janna,0.6626
Syndra,Kennen,0.6592
Syndra,Yorick,0.6417
Zyra,Heimerdinger,0.7074
Zyra,Poppy,0.6991
Zyra,Kennen,0.6582
Zyra,Janna,0.6514
Zyra,Mordekaiser,0.6503
Gnar,Heimerdinger,0.7050
Gnar,Poppy,0.6973
Gnar,Ashe,0.6616
Gnar,Janna,0.6576
Gnar,Kennen,0.6527
Zac,Heimerdinger,0.7116
Zac,Poppy,0.6981
Zac,Ashe,0.6569
Zac,Mordekaiser,0.6561
Zac,Kennen,0.6537
Yasuo,Heimerdinger,0.7078
Yasuo,Poppy,0.7069
Yasuo,Kennen,0.6638
Yasuo,Janna,0.6571
Yasuo,Ashe,0.6515
Vel'Koz,Heimerdinger,0.7061
Vel'Koz,Poppy,0.7020
Vel'Koz,Kennen,0.6611
Vel'Koz,Janna,0.6555
Vel'Koz,Ashe,0.6505
Braum,Heimerdinger,0.7052
Braum,Poppy,0.6911
Braum,Kennen,0.6680
Braum,Ashe,0.6671
Braum,Janna,0.6568
Jinx,Poppy,0.7250
Jinx,Heimerdinger,0.7228
Jinx,Yorick,0.6656
Jinx,Amumu,0.6632
Jinx,Ashe,0.6603
Lucian,Heimerdinger,0.7049
Lucian,Poppy,0.6894
Lucian,Kennen,0.6768
Lucian,Ashe,0.6599
Lucian,Janna,0.6590
Zed,Heimerdinger,0.7078
Zed,Poppy,0.7076
Zed,Mordekaiser,0.6625
Zed,Kennen,0.6606
Zed,Janna,0.6573
Vi,Heimerdinger,0.7046
Vi,Poppy,0.6984
Vi,Kennen,0.6746
Vi,Ashe,0.6557
Vi,Janna,0.6540
Aatrox,Heimerdinger,0.7107
Aatrox,Poppy,0.6929
Aatrox,Kennen,0.6683
Aatrox,Janna,0.6546
Aatrox,Ashe,0.6533
Nami,Heimerdinger,0.7046
Nami,Poppy,0.6916
Nami,Kennen,0.6654
Nami,Janna,0.6602
Nami,Ashe,0.6550
Azir,Poppy,0.7142
Azir,Heimerdinger,0.7047
Azir,Kennen,0.6579
Azir,Janna,0.6505
Azir,Yorick,0.6462
Thresh,Heimerdinger,0.7219
Thresh,Poppy,0.6999
Thresh,Kennen,0.6838
Thresh,Yorick,0.6697
Thresh,Janna,0.6609
Rek'Sai,Heimerdinger,0.7106
Rek'Sai,Poppy,0.7048
Rek'Sai,Kennen,0.6669
Rek'Sai,Janna,0.6633
Rek'Sai,Ashe,0.6592
Kalista,Poppy,0.7027
Kalista,Heimerdinger,0.7018
Kalista,Kennen,0.6603
Kalista,Ashe,0.6600
Kalista,Janna,0.6575
Bard,Heimerdinger,0.7210
Bard,Poppy,0.7033
Bard,Kennen,0.6733
Bard,Janna,0.6552
Bard,Amumu,0.6538
